prov,city,city_id,year,turnover_commercial,size_commercial,turnover_housing,size_housing,hp_commercial,hp_housing,CPI_ly,cpi2013,hp_housing_deflate,hp_housing_minus,hp_housing_deflate_minus,rhp,rhp_deflate,lhp,lhp_deflate,province1,province2,province3,province4,province5,province6,province7,province8,province9,province10,province11,province12,province13,province14,province15,province16,province17,province18,province19,province20,province21,province22,province23,province24,province25,province26,province27,province28,province29,province30,province31,detail_fact,renewal,detail_plan,renewal_plan,lnrenewal,city_id2,pop_city_hk,pop_city_cz,pop_prov_cz,pop_prov_hk,detail_shiji_prov,棚改量,renewal_prov,detail_plan_prov,renewal_plan_prov,pop_r_hk,pop_r_cz,r_hk_lag,r_cz_lag,instrument1,instrument2,linstru2,capital,lpop_hk,lpop_cz,largecity,nearport,agdp,gdp,gdp_deflate,agdp_deflate,lgdp_deflate,lagdp_deflate,agdp_deflate1,size,price,landp,city_id3,landp_lag,landp_deflate,lnlandp_deflate,lnlandp,interestr,interestr_deflate,pop_city2000,pop_prov2000,pop_r2000,instrument3,renewal_r,lnrenewal_lag,export_us,exchange,export_rmb,export_share,east,renewal_east,instru2_east,lnrenewal_plan,positive,renewal_pos,instru2_pos,d_lhp_deflate,renewal_group,city_obs_count
河北省,唐山市,67.0,2014.0,4510491.0,852.4495,3515468.0,716.258,5291.212,4908.1029461451035,101.7,101.7,4826.06,5022.169,5022.169,-0.022712497,-0.039048646,8.498643,8.481786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,64.0,753.16,771.8430351497117,7383.75,7592.7356,,,,,,0.09919482,0.10453266,0.09961046,0.10485114,,,,0,6.6242776,6.6487813,1,0.124278033827837,80655.0,6225.3,6121.239,79306.78,8.71952,11.281079,7.930678,3946.8434869999987,1696321.9708000014,0.42979205,88.0,0.35214323,0.42260772,-0.8613109,-0.8444538,6.33,6.224189,699.79,6674.0,0.10485316,,,,877500.0,6.1424,5389956.0,8658147.0,1.0,,,,0.0,,,,middle,5
河北省,唐山市,67.0,2015.0,4177818.0,791.5374,3329723.0,667.1514,5278.1055,4990.955576200545,100.9,102.6153,4863.754,4908.103,4826.06,0.016880767,0.0078104804,8.515383,8.489566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,64.0,754.957,778.4713895762648,7424.92,7649.8101,,,19.0,保障性住房和棚户区改造住房开工19万套、竣工17万套,19.0,0.09868964,0.10484576,0.09919482,0.10453266,1.8847015,1.9861205,0.6861832,0,6.626661,6.6573324,1,0.124278033827837,78398.0,6103.06,5947.5146,76399.914,8.690729,11.243737,7.6399913,2715.553609,903531.5023,0.3327246,88.0,0.42979205,0.32424462,-1.1262571,-1.1004401,5.31,5.174667,699.79,6674.0,0.10485316,1.99221,,,852000.0,6.2272,5305574.5,8693302.0,1.0,,0.6861832,,0.0,,0.0,0.007780075,middle,5
河北省,唐山市,67.0,2016.0,4020526.0,852.4154,3079141.0,681.3022,4716.6274,4519.493698978222,101.5,104.15452950000001,4339.2197,4990.9556,4863.754,-0.094463244,-0.107845545,8.416155,8.37545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,64.0,759.6,782.2434421890964,7470.0,7702.2743,全省棚户区改造开工建设18.3万套,,18.3,年内保障性住房和棚户区改造住房开工18万套,18.0,0.09862022,0.104718,0.09868964,0.10484576,1.7764134,1.8872237,0.6351068,0,6.632792,6.662166,1,0.124278033827837,81239.0,6354.8675,6101.384,77998.53,8.71627,11.264445,7.7998533,3451.8343030000005,1113769.4312999996,0.32266015,88.0,0.3327246,0.30978984,-1.1718612,-1.1311557,4.75,4.5605316,699.79,6674.0,0.10485316,1.8873569,,,710789.5125,6.6401,4719713.5,7426926.5,1.0,,0.6351068,,0.0,,0.0,-0.114115715,middle,5
河北省,唐山市,67.0,2017.0,3937873.0,734.7228,3298426.0,638.0642,5359.672,5169.426524791706,101.7,105.9251565015,4880.263,4519.4937,4339.2197,0.14380656,0.12468681,8.550517,8.492954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,棚户区改造1.5万套,1.5,新开工保障性住房1.47万套,,0.4054651,64.0,755.4303,787.0300703851902,7519.52,7682.1667,全省棚户区改造新开工20.2万套,,20.2,提高棚改货币化安置比例，开工建设棚户区改造20万套,20.0,0.09833558,0.10466494,0.09862022,0.104718,1.9724045,2.0943599,0.739248,0,6.6272874,6.6682663,1,0.124278033827837,82972.0,6530.1459,6164.8677,78330.78,8.726622,11.268696,7.833078,4281.250496000007,1917411.747999999,0.44786254,88.0,0.32266015,0.42281035,-0.86083156,-0.8032689,4.75,4.484298,699.79,6674.0,0.10485316,2.0970633,0.0019058993,,546575.4828,6.7547,3691953.5,5653707.5,1.0,0.4054651,0.739248,,0.0,0.0,0.0,0.11750412,middle,5
河北省,唐山市,67.0,2018.0,4457816.0,721.475,3875150.0,572.37,6178.7534,6770.358334643674,102.4,108.467360257536,6241.8394,5169.427,4880.263,0.3096923,0.27899647,8.82031,8.73903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1万套棚改安置住房全部开工,4.1,,,1.410987,64.0,,781.4606741573034,7556.3,,棚户区改造开工23.5万套,,23.5,实施新的三年棚户区改造计划，年内新开工建设23万套住房,23.0,,0.10341843,0.09833558,0.10466494,2.2617183,2.4072936,0.8785031,0,,6.6611648,1,0.124278033827837,89000.0,6955.0,6412.0674,82052.336,8.765937,11.315112,8.205234,5200.218157999989,2977865.9350999966,0.5726425,88.0,0.44786254,0.5279399,-0.6387728,-0.5574937,4.75,4.3791976,699.79,6674.0,0.10485316,2.4116228,0.0052465852,0.4054651,483680.69209594966,6.6118,3198000.0,4598131.0,1.0,1.410987,0.8785031,,0.0,0.0,0.0,0.24607563,middle,5
河南省,商丘市,68.0,2014.0,2300330.0,630.31,1729453.0,556.72,3649.5217,3106.5041672654115,101.9,101.9,3048.581,2575.4246,2575.4246,0.20621051,0.1837198,8.041253,8.022431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,65.0,904.7,726.749999987992,9436.0,11101.6485,,,,,,0.0814924,0.077018864,0.0810726,0.07754393,,,,0,6.8076034,6.5885825,0,0.547399010639524,23359.298246,1697.637,1665.9833,22923.746,7.418171,10.039928,2.2923746,2827.777291999999,524278.4155000001,0.18540302,89.0,0.15461843,0.18194604,-1.7040452,-1.6852233,6.33,6.2119727,799.88,9488.0,0.084304385,,,,22900.0,6.1424,140660.95,828569.06,0.0,,,,0.0,,,,high,5
河南省,商丘市,68.0,2015.0,3012884.0,705.19,1829262.0,561.78,4272.443,3256.1892555804766,101.3,103.22470000000001,3154.467,3106.5042,3048.581,0.04818442,0.034732874,8.088313,8.056575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.0077,城市棚户区改造20077套,2.0077,0.6969898,65.0,909.469969,726.5950000088346,9480.0,11216.9858,,,49.0,以棚户区改造为重点加强保障性安居工程建设，开工49万套、基本建成30万套,49.0,0.081079714,0.07664504,0.0814924,0.077018864,3.9931276,3.7739244,1.3281153,0,6.812862,6.5883694,0,0.547399010639524,24940.473028,1812.1623,1755.551,24161.342,7.470538,10.092509,2.416134,2612.4928229999978,475245.8457000002,0.18191278,89.0,0.18540302,0.1762299,-1.735966,-1.7042279,5.31,5.144118,799.88,9488.0,0.084304385,4.1309147,0.0027631624,,26600.0,6.2272,165643.52,914065.56,0.0,0.0,0.0,0.6969898,0.0,0.0,0.0,0.034143448,high,5
河南省,商丘市,68.0,2016.0,3935985.0,943.67,2664342.0,789.03,4170.9336,3376.730922778602,101.9,105.18596930000001,3210.2485,3256.1892,3154.467,0.03701926,0.017683335,8.124663,8.074103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,大棚户区改造步伐加快，2016年争取国家棚改计划11.9万套，到位国家财政补助资金9.6亿元,11.9,,,2.4765384,65.0,915.123896,727.7799999981041,9532.0,11370.4169,棚户区改造开工36.9万套、基本建成28.8万套,,36.9,棚户区改造开工36万套,36.0,0.08048288,0.07635124,0.081079714,0.07664504,2.9188697,2.7592213,1.0149485,0,6.8190594,6.5899987,0,0.547399010639524,27331.800819,1989.1538,1891.0829,25984.266,7.5449047,10.165246,2.5984266,1111.5156229999998,525617.7257000001,0.4728838,89.0,0.18191278,0.44956926,-0.79946536,-0.7489056,4.75,4.5158114,799.88,9488.0,0.084304385,3.034958,0.016351094,0.6969898,22800.0,6.6401,151394.28,761098.94,0.0,0.0,0.0,,0.0,0.0,0.0,0.017528534,high,5
河南省,商丘市,68.0,2017.0,6033943.0,1180.21,3528879.0,931.26,5112.601,3789.3595773468205,101.4,106.65857287020002,3552.7942,3376.731,3210.2485,0.12219766,0.10670378,8.239952,8.175489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,全市实施棚户区改造11.6万套3142万平方米,11.6,,,2.451005,65.0,921.01,729.0150000072781,9559.13,11376.6062,,,42.0,做好棚户区改造工作，今年新开工42万套、基本建成30万套，货币化安置率达到50%以上,42.0,0.08095648,0.07626374,0.08048288,0.07635124,3.380281,3.206752,1.1652586,0,6.825471,6.5916944,0,0.547399010639524,30116.697187,2195.5524,2058.4866,28236.547,7.6297264,10.248372,2.8236547,954.5898940000001,724585.5878000002,0.7590543,89.0,0.4728838,0.7116674,-0.34014457,-0.27568197,4.75,4.453463,799.88,9488.0,0.084304385,3.5407841,0.01591188,2.4765384,27006.0,6.7547,182417.42,830849.75,0.0,0.0,0.0,,0.0,0.0,0.0,0.10138607,high,5
河南省,商丘市,68.0,2018.0,,,,,,,102.3,109.11172004621461,,3789.3596,3552.7942,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,65.0,926.17,731.2659703287056,9605.0,10906.0,棚改安置房开工66.33万套、基本建成38.42万套,,66.33,持续推进棚户区改造，力争新开工50万套,50.0,0.08492298,0.076133884,0.08095648,0.07626374,4.047824,3.8131871,1.3384653,0,6.831058,6.594777,0,0.547399010639524,32669.96,2389.043,2189.5383,29941.752,7.691446,10.307009,2.9941752,3061.8635210000007,2404518.3131999993,0.78531206,89.0,0.7590543,0.7197321,-0.3288762,-0.24167411,4.75,4.3533363,799.88,9488.0,0.084304385,4.215219,,2.451005,29734.71671859403,6.6118,196600.0,822923.6,0.0,,0.0,,0.0,,0.0,,high,5
陕西省,商洛市,69.0,2014.0,205598.0,75.6088,191101.0,73.0142,2719.2336,2617.3127966888633,101.6,101.6,2576.0952,2751.3113,2751.3113,-0.0487035,-0.06368457,7.8699036,7.85403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,，落实国开行贷款35.6亿元用于棚户区改造,0.8773,改造城市棚户区8773户,0.8773,-0.13090627,66.0,251.7449,234.84316288188205,3775.12,3940.5902,新开工保障性安居工程43.4万套，基本建成保障性住房31.59万套，其中棚改8.44万套,,21.15,实施棚户区改造21.15万户,21.15,0.06388508,0.06220813,0.063291706,0.062279776,1.3386196,1.3172172,0.27552134,0,5.528416,5.458918,0,0.996230460572022,24484.0,574.99,565.93506,24098.426,6.3384795,10.089902,2.4098425,691.2956600000001,199969.73039999988,0.28926805,90.0,0.225929,0.28471264,-1.2562749,-1.2404015,6.33,6.2303147,,,,,0.0037356846,,29500.0,6.1424,181200.8,3151373.0,0.0,0.0,0.0,-0.13090627,0.0,0.0,0.0,,middle,5
陕西省,商洛市,69.0,2015.0,223920.0,76.7214,200619.0,71.2042,2918.612,2817.516382460585,101.0,102.61599999999999,2745.6892,2617.3127,2576.0952,0.076492056,0.06583375,7.943611,7.9177876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,66.0,251.0056,235.4114333561696,3793.0,3941.1181,,,26.77,出台棚户区改造规划，年内改造26.77万套,26.77,0.063688934,0.062064707,0.06388508,0.06220813,1.7102035,1.6653117,0.5100123,0,5.525475,5.4613347,0,0.996230460572022,26274.0,618.52,602.752,25604.193,6.401506,10.150512,2.5604193,246.54488600000016,75539.12630000002,0.30639097,90.0,0.28926805,0.2985801,-1.208717,-1.1828933,5.31,5.1746316,,,,,,-0.13090627,23900.0,6.2272,148830.08,2406229.0,0.0,,0.0,,0.0,,0.0,0.06375742,middle,5
陕西省,商洛市,69.0,2016.0,223922.0,72.6926,189919.0,64.8233,3080.396,2929.795305083203,101.3,103.95000799999998,2818.4656,2817.5164,2745.6892,0.039850328,0.026505683,7.982688,7.943948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1.13,全市新启动棚改项目21个，改造1.13万户，年度投资56.7亿元,1.13,0.12221763,66.0,252.9531,236.4558778313006,3813.0,3959.0708,实施棚户区改造30.3万套,,30.3,实施棚户区改造28万户，，确保项目竣工前六个月编制完成配租配售方案、验收后三个月分配入住。,28.0,0.06389204,0.062013082,0.063688934,0.062064707,1.7832901,1.7378118,0.5526267,0,5.533204,5.4657617,0,0.996230460572022,29271.0,692.13,665.82965,28158.729,6.501034,10.245613,2.815873,449.7760319999999,141052.8435,0.31360683,90.0,0.30639097,0.30169004,-1.1983552,-1.1596152,4.75,4.5695043,,,,,0.0047789044,,14834.113944067107,6.6401,98500.0,1423143.0,0.0,0.0,0.0,0.12221763,0.0,0.0,0.0,0.02616024,middle,5
陕西省,商洛市,69.0,2017.0,237301.0,73.8672,190692.0,63.4472,3212.5354,3005.5227023414745,101.6,105.61320812799997,2845.783,2929.7954,2818.4656,0.025847297,0.009692289,8.008206,7.9535937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13个棚改项目全部开工,,。加强房地产市场监管，提高棚改货币化安置率，中心城市不低于80%、各县不低于60%，全年完成商品房去库存6500套。,,,66.0,253.33,237.65067805123053,3835.44,3976.05,棚户区改造开工22.79万套,,22.79,,22.79,0.06371399,0.061961778,0.06389204,0.062013082,1.4560995,1.4132781,0.3459119,0,5.534693,5.470802,0,0.996230460572022,31856.0,757.06,716.82324,30162.895,6.574829,10.314368,3.0162895,498.97508999999974,78802.6026,0.15792893,90.0,0.31360683,0.14953521,-1.9002234,-1.8456101,4.75,4.4975433,,,,,,0.12221763,26377.0,6.7547,178168.72,2353429.2,0.0,,0.0,,0.0,,0.0,0.009645939,middle,5
陕西省,商洛市,69.0,2018.0,248463.0,75.129,222694.0,69.5064,3307.1516,3203.935177192316,102.1,107.83108549868795,2971.2537,3005.5227,2845.783,0.06601596,0.044090047,8.072135,7.9967394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,全市棚户区改造开工7019套，中心城区16个棚改项目梯次推进,0.7019,,,-0.35396433,66.0,251.0271,237.8641056699544,3864.4,,,,20.2,推进新一轮棚户区改造工作，全年开工20.2万套,20.2,,0.061552662,0.06371399,0.061961778,1.2870226,1.2516279,0.22444504,0,5.525561,5.4716997,0,0.996230460572022,34674.0,824.77,764.8722,32155.848,6.6397085,10.378349,3.2155848,578.4010589999999,136088.57889999988,0.2352841,90.0,0.15792893,0.21819691,-1.5223573,-1.4469615,4.75,4.405038,,,,,0.0029508446,,18920.7175050667,6.6118,125100.0,1516786.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.043145657,middle,5
浙江省,嘉兴市,70.0,2014.0,3539594.0,497.3,2841805.0,406.1,7117.623,6997.796109332677,102.1,102.1,6853.8647,7039.5,7039.5,-0.005924269,-0.026370516,8.853351,8.832568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,大力实施“三改一拆”，积极开展无违建县(市、区)、无违建镇(街道)创建，改造旧住宅区、旧厂区、城中村1722.8万平方米，拆除违法建筑2013.8万平方米,,,,,67.0,348.14,347.034893951784,5508.0,4859.1771,,,,,,0.07164588,0.06300561,0.071667194,0.08277582,,,,0,5.852605,5.8494253,0,0.0962495337818446,96607.0,3352.6,3283.6436,94619.98,8.096709,11.4576235,9.461998,2166.6627039999985,2212687.2858999996,1.0212421,92.0,1.1697077,1.0002371,0.00023707918,0.021019673,6.33,6.1998043,331.25,4596.0,0.07207354,,,,2365100.0,6.1424,14527390.0,43331710.0,1.0,,,,0.0,,,,high,5
浙江省,嘉兴市,70.0,2015.0,4602295.0,640.63,3956522.0,550.8,7184.014,7183.228031953523,101.4,103.52940000000001,6938.346,6997.796,6853.8647,0.02649865,0.012326104,8.879504,8.844819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,67.0,349.4779,348.8091460754373,5539.0,4873.3389,,,,,,0.07171221,0.062973306,0.07164588,0.06300561,,,,0,5.8564405,5.854525,0,0.0962495337818446,100852.0,3517.81,3397.885,97413.875,8.130908,11.486724,9.741387,1968.940845000001,1461604.1972999994,0.7423302,92.0,1.0212421,0.71702355,-0.33264658,-0.29796112,5.31,5.128978,331.25,4596.0,0.07207354,,,,2292700.0,6.2272,14277101.0,40585196.0,1.0,,,,0.0,,,0.0122509,high,5
浙江省,嘉兴市,70.0,2016.0,8729286.0,1144.6,7714651.0,987.6,7626.4946,7811.513770757391,101.9,105.49645860000003,7404.527,7183.228,6938.346,0.08746565,0.067189015,8.963354,8.909847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,深入推进“三改一拆”，完成“三改”面积3476万平方米，拆除违法建筑1269万平方米。城市有机更新取得新进展,,,,,67.0,352.1175,459.9502191310976,5590.0,4910.8463,,,,,,0.071701996,0.0822809,0.07171221,0.062973306,,,,0,5.863965,6.1311183,0,0.0962495337818446,83968.0,3862.11,3660.8906,79593.195,8.2054615,11.284684,7.9593196,3626.896017000004,4382688.497199999,1.2083855,92.0,0.7423302,1.1454275,0.1357779,0.18928514,4.75,4.502521,331.25,4596.0,0.07207354,,,,2350700.0,6.6401,15608883.0,40415428.0,1.0,,,,0.0,,,0.06502819,high,5
浙江省,嘉兴市,70.0,2017.0,11390954.0,1058.8,9962583.0,890.9,10758.362,11182.60523066562,102.1,107.71188423060002,10381.961,7811.5137,7404.527,0.4315542,0.40210998,9.322115,9.247825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,67.0,356.37,463.4980425351815,5657.0,4957.6285,,,,,,0.07188316,0.08193354,0.071701996,0.0822809,,,,0,5.8759694,6.138802,0,0.0962495337818446,94510.0,4380.52,4066.8865,87743.336,8.310633,11.382172,8.774334,2687.0589170000007,5938604.953800002,2.210076,92.0,1.2083855,2.0518405,0.71873724,0.7930269,4.75,4.4099126,331.25,4596.0,0.07207354,,,,2620300.0,6.7547,17699340.0,40404656.0,1.0,,,,0.0,,,0.3379774,high,5
浙江省,嘉兴市,70.0,2018.0,14914700.0,1158.5,13659040.0,1028.4,12874.147,13281.835861532476,102.3,110.18925756790382,12053.657,11182.605,10381.961,0.18772283,0.16101933,9.494153,9.397123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,改造老旧小区18个，全市完成三改面积4813万平方米，拆除违法建筑2633万平方米,,,,,67.0,360.437,469.10011746808135,5737.0,,开工建设棚改安置住房40.6万套、建成33.7万套,,40.6,开工建设棚改安置住房29.2万套、建成19.5万套,29.2,,0.08176749,0.07188316,0.08193354,2.0989883,2.3924594,0.87232184,0,5.887317,6.1508164,0,0.0962495337818446,103858.0,4871.98,4421.4653,94254.195,8.394226,11.453751,9.42542,4058.5738709999996,7574043.521300003,1.8661835,92.0,2.210076,1.6936165,0.5268662,0.62389547,4.75,4.3107653,331.25,4596.0,0.07207354,2.1045475,,,3058500.0,6.6118,20222190.0,41507130.0,1.0,,0.87232184,,0.0,,0.0,0.14929867,high,5
甘肃省,嘉峪关市,71.0,2014.0,192821.0,56.1194,182181.0,52.6279,3435.9062,3461.680971499908,102.1,102.1,3390.481,3310.2173,3310.2173,0.04575642,0.024247251,8.149509,8.128727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,68.0,20.1723,23.838753345527067,2590.78,2734.3265,"新开工保障性住房和棚户区改造住房18.89万套,基本建成13.49万套，发放公共租赁住房补贴2.34亿元",,7.95,实施棚户区改造7. 95万户,7.95,0.007377429,0.00920138,0.007342993,0.009094013,0.058376793,0.0722974,-2.6269672,0,3.0043104,3.1713126,0,2.1044411917950003,96771.0,230.69,225.94514,94780.61,5.4202924,11.45932,9.478061,1469.5661460000001,51647.39739999998,0.035144657,93.0,0.010976171,0.034421798,-3.3690653,-3.3482826,6.33,6.1998043,15.96,2557.0,0.0062416894,0.04962143,,,3700.0,6.1424,22726.88,985169.75,0.0,,0.0,,0.0,,0.0,,low,5
甘肃省,嘉峪关市,71.0,2015.0,207300.0,55.0,178600.0,49.34,3769.0908,3619.7811106607214,101.6,103.73359999999998,3489.4973,3461.681,3390.481,0.04567151,0.029204221,8.194169,8.157513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,68.0,20.2544,24.259999560868476,2599.55,2742.08,,,9.81,实施棚户区改造9.81万户,9.81,0.0073865093,0.009332384,0.007377429,0.00920138,0.07237258,0.09026554,-2.4049995,0,3.008372,3.188829,0,2.1044411917950003,78336.44,190.0442,183.20409,75516.94,5.210601,11.232112,7.551694,454.785265,13773.0199,0.030284666,93.0,0.035144657,0.029194653,-3.5337696,-3.4971137,5.31,5.118881,15.96,2557.0,0.0062416894,0.061230972,,,4943.473792394656,6.2272,30784.0,1619833.8,0.0,,0.0,,0.0,,0.0,0.028785706,low,5
甘肃省,嘉峪关市,71.0,2016.0,189679.0,53.7969,160380.0,45.6006,3525.8352,3517.058986065973,101.3,105.08213679999997,3346.962,3619.781,3489.4973,-0.028377965,-0.040846974,8.1653805,8.1158085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,实施棚户区改造4394套,0.4394,对雍平、建林、建安、东安等街区3434户棚户区进行改造,0.3434,-0.82234514,68.0,20.5262,24.490158203093824,2610.0,2767.3975,实施棚户区改造13.07万户，其中货币化安置7.27万户、安置率达到55.6%,,13.07,制定我省实施方案，棚户区改造货币化补偿安置率提高到50%以上。,13.07,0.0074171494,0.0093832025,0.0073865093,0.009332384,0.09654168,0.12197426,-2.1039453,0,3.021702,3.1982713,0,2.1044411917950003,62641.0,153.4088,145.98943,59611.465,4.9835343,10.995604,5.9611464,424.592541,11890.9714,0.028005606,93.0,0.030284666,0.026651157,-3.6249228,-3.5753505,4.75,4.5202737,15.96,2557.0,0.0062416894,0.08157888,0.017941901,,7273.986837547627,6.6401,48300.0,3148450.5,0.0,0.0,0.0,-1.0688593,0.0,0.0,0.0,-0.041704178,low,5
甘肃省,嘉峪关市,71.0,2017.0,239415.0,69.2916,198103.0,60.7665,3455.1807,3260.0692815942994,101.4,106.55328671519997,3059.5671,3517.059,3346.962,-0.07306951,-0.08586736,8.089503,8.026029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,惠及18个小区、10171户的棚改三年任务全部实施，安置率100%，其中货币化安置34%,1.0171,,,0.01695544,68.0,20.617,24.78502391440415,2625.71,2770.6965,,,,,,0.0074410895,0.00943936,0.0074171494,0.0093832025,,,,0,3.026116,3.2102396,0,2.1044411917950003,84677.0,209.872147,196.9645,79469.16,5.2830234,11.283124,7.9469156,356.842392,16663.9534,0.046698358,93.0,0.028005606,0.043826297,-3.1275213,-3.0640464,4.75,4.4578633,15.96,2557.0,0.0062416894,,0.041036878,-0.82234514,6146.0,6.7547,41514.387,1978079.9,0.0,0.0,,,0.0,0.0,,-0.089779854,low,5
甘肃省,嘉峪关市,71.0,2018.0,268200.0,79.42,,,3376.9832,3376.983154296875,102.0,108.68435244950396,3107.1475,3260.0693,3059.5671,0.03586237,0.015551325,8.124738,8.04146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,启动新三年棚户区改造工程，征迁改造房屋1062套,,,,,68.0,,25.090019929993804,2637.26,,实施城镇棚户区改造23.22万套,,23.22,启动实施新的三年棚改攻坚计划，全年完成改造任务23.22万套,23.22,,0.00951367,0.0074410895,0.00943936,0.1727821,0.21918194,-1.5178531,0,,3.22247,0,2.1044411917950003,119418.0,299.62,275.67905,109875.984,5.6192374,11.607107,10.987598,72.405108,23656.34400000001,0.32672206,93.0,0.046698358,0.30061555,-1.2019231,-1.1186454,4.75,4.3704543,15.96,2557.0,0.0062416894,0.14493203,,0.01695544,17030.15820200248,6.6118,112600.0,3758093.5,0.0,,0.0,,0.0,,0.0,0.015431404,low,5
吉林省,四平市,72.0,2014.0,485299.0,123.26,435368.0,110.47,3937.1978,3941.051869285779,102.0,102.0,3863.7764,3035.1438,3035.1438,0.29847288,0.2730126,8.279203,8.2594,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,改造棚户区46万平方米,,,,,69.0,328.11,327.9986449864499,2752.38,2671.3268,,,15.0,城市棚户区改造15万套,15.0,0.122826606,0.1191691,0.12260369,0.121216826,1.8390554,1.8182524,0.59787583,0,5.793349,5.7930093,0,0.914991386920557,36900.0,1210.315,1186.5834,36176.47,7.0788336,10.496164,3.617647,1063.4685129999991,175628.72869999998,0.1651471,94.0,0.3336852,0.16190892,-1.8207213,-1.8009187,6.33,6.2058825,322.88,2682.0,0.12038777,1.8058165,,,3834.0,6.1424,23549.96,194577.12,0.0,,0.0,,0.0,,0.0,,low,5
吉林省,四平市,72.0,2015.0,175552.0,46.29,137724.0,38.27,3792.439,3598.7457538541935,101.7,103.734,3469.2056,3941.0518,3863.7764,-0.086856514,-0.102120504,8.18834,8.151681,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,棚户区改造开工40.59万平方米，新建公租房24.56万平方米，暖房子改造120万平方米,,,,,69.0,326.41,327.00023863817154,2753.32,2662.078,,,,,,0.12261474,0.118765794,0.122826606,0.1191691,,,,0,5.788154,5.789961,0,0.914991386920557,37714.0,1233.2487,1188.8568,36356.45,7.0807476,10.501127,3.635645,1759.1193440000015,220675.57120000012,0.12544662,94.0,0.1651471,0.12093105,-2.1125348,-2.075875,5.31,5.1188617,322.88,2682.0,0.12038777,,,,3310.0,6.2272,20612.031,167136.05,0.0,,,,0.0,,,-0.10771942,low,5
